state,gender,year,name,number
MI,F,1910,Georgia,9
MI,F,1910,Etta,8
MI,F,1910,Patricia,8
MI,F,1910,Joanna,7
MI,F,1910,Linda,6
MI,F,1910,Estella,5
MI,F,1910,Harriette,5
MI,F,1910,Merle,5
MI,F,1910,Nona,5
MI,M,1910,Edward,111
MI,M,1910,Walter,58
MI,M,1910,Roy,35
MI,M,1910,Michael,16
MI,M,1910,Cecil,11
MI,M,1910,Morris,8
MI,M,1910,Clayton,7
MI,M,1910,Eino,7
MI,M,1910,Delbert,6
MI,M,1910,Anton,5
MI,M,1910,Dennis,5
MI,M,1910,Marion,5
MI,M,1910,Ronald,5
MI,M,1910,George,134
MI,M,1910,Henry,44
MI,M,1910,Lawrence,34
MI,M,1910,Anthony,17
MI,M,1910,Leslie,15
MI,M,1910,Glenn,14
MI,M,1910,Lyle,12
MI,M,1910,Julius,10
MI,M,1910,Stephen,9
MI,M,1910,Benjamin,8
MI,M,1910,Adam,7
MI,M,1910,Otto,7
MI,M,1910,Steve,7
MI,M,1910,Jerry,6
MI,M,1910,Ben,5
MI,M,1910,Rudolph,5
MI,M,1910,Toivo,5
MN,F,1910,Ruth,136
MN,F,1910,Alice,116
MN,F,1910,Viola,55
MN,F,1910,Ruby,41
MN,F,1910,Josephine,40
MN,F,1910,Alma,35
MN,F,1910,Beatrice,28
MN,F,1910,Inez,19
MN,F,1910,Phyllis,13
MN,F,1910,Lorraine,12
MN,F,1910,Regina,10
MN,F,1910,Lucy,9
MN,F,1910,Nina,9
MN,F,1910,Veronica,8
MN,F,1910,Lily,7
MN,F,1910,Tillie,7
MN,F,1910,Annette,5
MN,F,1910,Evelyn,135
MN,F,1910,Mabel,82
MN,F,1910,Rose,69
MN,F,1910,Elizabeth,68
MN,F,1910,Pearl,48
MN,F,1910,Catherine,46
MN,F,1910,Elsie,41
MN,F,1910,Bertha,38
MN,F,1910,Marian,30
MN,F,1910,Kathryn,18
MN,F,1910,Nora,17
MN,F,1910,Beulah,16
MN,F,1910,Selma,14
MN,F,1910,Ina,13
MN,F,1910,Freda,12
MN,F,1910,Kathleen,10
MN,F,1910,Erna,9
MN,F,1910,Adelaide,8
MN,F,1910,Angeline,8
MN,F,1910,Elvira,8
MN,F,1910,Hildegarde,6
MN,F,1910,Linda,6
MN,F,1910,Meta,5
MN,F,1910,Myra,5
MN,F,1910,Opal,5
MN,F,1910,Teresa,5
MN,M,1910,Kenneth,37
MN,M,1910,Elmer,19
MN,M,1910,Alfred,18
MN,M,1910,Herbert,18
MN,M,1910,Glenn,9
MN,M,1910,Willard,7
MN,M,1910,Ervin,6
MN,M,1910,Frederick,6
MN,M,1910,Julius,5
MN,M,1910,Miles,5
MN,M,1910,Steve,5
MN,M,1910,William,67
MN,M,1910,Clarence,51
MN,M,1910,Albert,31
MN,M,1910,Roy,29
MN,M,1910,Earl,25
MN,M,1910,Jack,16
MN,M,1910,Chester,13
MN,M,1910,Everett,13
MN,M,1910,Ray,13
MN,M,1910,Gordon,9
MN,M,1910,Conrad,5
MO,F,1910,Mary,611
MO,F,1910,Helen,313
MO,F,1910,Anna,162
MO,F,1910,Ethel,116
MO,F,1910,Catherine,85
MO,F,1910,Gertrude,77
MO,F,1910,Alma,62
MO,F,1910,Velma,58
MO,F,1910,Sarah,39
MO,F,1910,Ann,36
MO,F,1910,Vivian,35
MO,F,1910,Ellen,30
MO,F,1910,Freda,25
MO,F,1910,Nancy,22
MO,F,1910,Jewel,19
MO,F,1910,Effie,16
MO,F,1910,Aileen,14
MO,F,1910,Melba,14
MO,F,1910,Rosa,14
MO,F,1910,Ora,12
MO,F,1910,Celeste,10
MO,F,1910,Estella,10
MO,F,1910,Helene,9
MO,F,1910,Hester,9
MO,F,1910,Laverne,9
MO,F,1910,Carmen,8
MO,F,1910,Elda,8
MO,F,1910,Sara,8
MO,F,1910,Aline,7
MO,F,1910,Lura,7
MO,F,1910,Clarice,6
MO,F,1910,Augusta,5
MO,F,1910,Francis,5
MO,F,1910,Jeannette,5
MO,F,1910,Kate,5
MO,F,1910,Selma,5
MO,F,1910,Marie,218
MO,F,1910,Margaret,207
MO,F,1910,Pearl,75
MO,F,1910,Juanita,49
MO,F,1910,Alta,32
MO,F,1910,Lola,32
MO,F,1910,Eunice,29
MO,F,1910,Daisy,24
MO,F,1910,Adele,22
MO,F,1910,Lydia,16
MO,F,1910,Mollie,16
MO,F,1910,Bonnie,12
MO,F,1910,Caroline,11
MO,F,1910,Susan,11
MO,F,1910,Lottie,10
MO,F,1910,Anita,9
MO,F,1910,Isabelle,9
MO,F,1910,Willa,9
MO,F,1910,Alyce,8
MO,F,1910,Eugenia,8
MO,F,1910,Blanch,7
MO,F,1910,Harriett,7
MO,F,1910,Lilly,7
MO,F,1910,Golda,6
MO,F,1910,Roxie,6
MO,F,1910,Garnet,5
MO,F,1910,Melva,5
MO,F,1910,Norine,5
MO,M,1910,Floyd,42
MO,M,1910,Leo,33
MO,M,1910,Lester,29
MO,M,1910,Donald,21
MO,M,1910,Vernon,21
MO,M,1910,Willard,18
MO,M,1910,Leroy,14
MO,M,1910,Norman,14
MO,M,1910,Ben,13
MO,M,1910,Rudolph,9
MO,M,1910,Forrest,8
MO,M,1910,Aubrey,7
MO,M,1910,Herschel,6
MO,M,1910,Luther,6
MO,M,1910,Rex,5
MO,M,1910,Paul,88
MO,M,1910,Fred,57
MO,M,1910,Albert,52
MO,M,1910,Lawrence,35
MO,M,1910,Claude,22
MO,M,1910,Anthony,21
MO,M,1910,Samuel,18
MO,M,1910,Ira,10
MO,M,1910,Loren,10
MO,M,1910,Hugh,9
MO,M,1910,Jacob,7
MO,M,1910,Leon,7
MO,M,1910,Gordon,6
MO,M,1910,Garland,5
MO,M,1910,Mark,5
MO,M,1910,Marshall,5
MO,M,1910,Roger,5
MS,F,1910,Ida,90
MS,F,1910,Fannie,82
MS,F,1910,Alberta,60
MS,F,1910,Pearl,55
MS,F,1910,Julia,51
MS,F,1910,Ora,40
MS,F,1910,Lola,29
MS,F,1910,Lee,24
MS,F,1910,Etta,22
MS,F,1910,Janie,22
MS,F,1910,Anne,19
MS,F,1910,Wilma,19
MS,F,1910,Flossie,16
MS,F,1910,Mandy,15
MS,F,1910,Millie,15
MS,F,1910,Jane,13
MS,F,1910,Corrine,11
MS,F,1910,Ina,11
MS,F,1910,Rosetta,11
MS,F,1910,Celia,10
MS,F,1910,Cleo,10
MS,F,1910,Lelia,8
MS,F,1910,Clyde,7
MS,F,1910,Amie,6
MS,F,1910,Emmer,6
MS,F,1910,Kitty,5
MS,F,1910,Mazie,5
MS,F,1910,Annie,354
MS,F,1910,Emma,124
MS,F,1910,Beatrice,99
MS,F,1910,Ruth,93
MS,F,1910,Susie,84
MS,F,1910,Marie,75
MS,F,1910,Frances,70
MS,F,1910,Josephine,61
MS,F,1910,Evelyn,49
MS,F,1910,Ellen,26
MS,F,1910,Juanita,26
MS,F,1910,Nora,24
MS,F,1910,Bernice,23
MS,F,1910,Josie,22
MS,F,1910,Stella,22
MS,F,1910,Sara,20
MS,F,1910,Eliza,19
MS,F,1910,Lovie,16
MS,F,1910,Lue,15
MS,F,1910,Idell,11
MS,F,1910,Idella,11
MS,F,1910,Sammie,5
MS,M,1910,Walter,102
MS,M,1910,Fred,72
MS,M,1910,Tom,46
MS,M,1910,Arthur,43
MS,M,1910,Luther,30
MS,M,1910,Paul,26
MS,M,1910,Ira,17
MS,M,1910,Lonnie,17
MS,M,1910,Daniel,16
MS,M,1910,Isaac,14
MS,M,1910,Leo,10
MS,M,1910,Grant,8
MS,M,1910,Haywood,8
MS,M,1910,Jeff,8
MS,M,1910,Roscoe,8
MS,M,1910,Russell,8
MS,M,1910,Edmond,7
MS,M,1910,Ester,7
MS,M,1910,Dewitt,6
MS,M,1910,Everett,6
MS,M,1910,Van,6
MS,M,1910,Buddy,5
MS,M,1910,Columbus,5
MS,M,1910,Emmett,5
MS,M,1910,Evans,5
MS,M,1910,Mike,5
MS,M,1910,Albert,85
MS,M,1910,Thomas,82
MS,M,1910,Percy,40
MS,M,1910,Clyde,27
MS,M,1910,Bill,23
MS,M,1910,Otis,23
MS,M,1910,Amos,16
MS,M,1910,Hugh,14
MS,M,1910,Carl,13
MS,M,1910,Elijah,13
MS,M,1910,Peter,12
MS,M,1910,Leslie,11
MS,M,1910,Sammie,10
MS,M,1910,Grover,8
MS,M,1910,Mose,8
MS,M,1910,Francis,7
MS,M,1910,Shelby,7
MS,M,1910,Troy,7
MS,M,1910,Dewey,6
MS,M,1910,Elzie,6
MS,M,1910,Noel,6
MS,M,1910,Isaiah,5
MS,M,1910,Quincy,5
MT,F,1910,Helen,58
MT,F,1910,Alice,21
MT,F,1910,Lillian,13
MT,F,1910,Rose,13
MT,F,1910,Irene,8
MT,F,1910,Ida,6
MT,F,1910,Jane,6
MT,F,1910,Ethel,16
MT,F,1910,Catherine,14
MT,F,1910,Jennie,9
MT,F,1910,Hazel,8
MT,F,1910,Phyllis,6
MT,M,1910,Jack,14
MT,M,1910,Arthur,9
MT,M,1910,Henry,9
MT,M,1910,Raymond,8
MT,M,1910,Louis,6
MT,M,1910,Alfred,5
MT,M,1910,Richard,5
MT,M,1910,Albert,12
MT,M,1910,David,9
MT,M,1910,Ted,5
NC,F,1910,Ruth,235
NC,F,1910,Lillie,167
NC,F,1910,Minnie,131
NC,F,1910,Sallie,73
NC,F,1910,Janie,43
NC,F,1910,Katherine,33
NC,F,1910,Rachel,27
NC,F,1910,Ora,24
NC,F,1910,Eliza,20
NC,F,1910,Bertie,15
NC,F,1910,Mozelle,14
NC,F,1910,Letha,12
NC,F,1910,Lossie,12
NC,F,1910,Gertie,11
NC,F,1910,Madeline,10
NC,F,1910,Frankie,8
NC,F,1910,Lora,8
NC,F,1910,Jannie,7
NC,F,1910,Ester,6
NC,F,1910,Luetta,6
NC,F,1910,Leila,5
NC,F,1910,Robena,5
NC,F,1910,Vallie,5
NC,F,1910,Annie,401
NC,F,1910,Maggie,106
NC,F,1910,Clara,95
NC,F,1910,Mamie,95
NC,F,1910,Ida,89
NC,F,1910,Lula,88
NC,F,1910,Jessie,85
NC,F,1910,Viola,76
NC,F,1910,Gertrude,69
NC,F,1910,Esther,64
NC,F,1910,Effie,42
NC,F,1910,Agnes,38
NC,F,1910,Nora,37
NC,F,1910,Eunice,34
NC,F,1910,Callie,24
NC,F,1910,Alberta,22
NC,F,1910,May,20
NC,F,1910,Roberta,19
NC,F,1910,Dollie,18
NC,F,1910,Victoria,15
NC,F,1910,Pansy,14
NC,F,1910,Iva,12
NC,F,1910,Billie,11
NC,F,1910,Eloise,11
NC,F,1910,Marguerite,11
NC,F,1910,Isabelle,10
NC,F,1910,Jeanette,10
NC,F,1910,Luella,10
NC,F,1910,Claudia,9
NC,F,1910,Kathryn,8
NC,F,1910,Lona,8
NC,F,1910,Rhoda,7
NC,F,1910,Myrtie,6
NC,F,1910,Priscilla,6
NC,F,1910,Cordie,5
NC,F,1910,Evie,5
NC,F,1910,George,5
NC,F,1910,Mozell,5
NC,M,1910,George,215
NC,M,1910,Clarence,54
NC,M,1910,Albert,41
NC,M,1910,Jack,37
NC,M,1910,Andrew,31
NC,M,1910,Elbert,18
NC,M,1910,Grady,17
NC,M,1910,Moses,17
NC,M,1910,Leo,11
NC,M,1910,Cecil,10
NC,M,1910,Wade,10
NC,M,1910,Donald,9
NC,M,1910,Ed,9
NC,M,1910,Alex,8
NC,M,1910,Jacob,8
NC,M,1910,Kenneth,8
NC,M,1910,Carlton,7
NC,M,1910,Ellis,7
NC,M,1910,Preston,6
NC,M,1910,Worth,6
NC,M,1910,Buck,5
NC,M,1910,Cicero,5
NC,M,1910,Reuben,5
NC,M,1910,Robert,240
NC,M,1910,Fred,60
NC,M,1910,Howard,46
NC,M,1910,Theodore,32
NC,M,1910,Earl,31
NC,M,1910,Allen,20
NC,M,1910,Benjamin,20
NC,M,1910,Oscar,19
NC,M,1910,Elmer,18
NC,M,1910,Leon,18
NC,M,1910,Clifton,15
NC,M,1910,Russell,14
NC,M,1910,Sidney,14
NC,M,1910,Jasper,12
NC,M,1910,Lacy,10
NC,M,1910,Francis,8
NC,M,1910,Jimmie,7
NC,M,1910,Arnold,6
NC,M,1910,King,6
NC,M,1910,Spencer,6
NC,M,1910,Hiram,5
NC,M,1910,Jackson,5
ND,F,1910,Margaret,61
ND,F,1910,Clara,36
ND,F,1910,Kathryn,20
ND,F,1910,Minnie,15
ND,F,1910,Julia,7
ND,F,1910,Dora,6
ND,F,1910,Norma,5
ND,F,1910,Alice,61
ND,F,1910,Lillian,35
ND,F,1910,Catherine,21
ND,F,1910,Pearl,19
ND,F,1910,Beatrice,18
ND,F,1910,Selma,15
ND,F,1910,Edith,12
ND,F,1910,Vivian,11
ND,F,1910,Jennie,7
ND,F,1910,Edythe,5
ND,M,1910,Joseph,21
ND,M,1910,Paul,8
ND,M,1910,Lyle,7
ND,M,1910,Arnold,6
ND,M,1910,Chester,5
ND,M,1910,John,56
ND,M,1910,George,39
ND,M,1910,Richard,9
ND,M,1910,Lester,6
ND,M,1910,Leroy,5
NE,F,1910,Marie,80
NE,F,1910,Clara,40
NE,F,1910,Marjorie,24
NE,F,1910,Erma,17
NE,F,1910,Lucile,17
NE,F,1910,Lila,14
NE,F,1910,Verna,11
NE,F,1910,June,7
NE,F,1910,Maude,7
NE,F,1910,Leah,6
NE,F,1910,Nina,6
NE,F,1910,Sophia,5
NE,F,1910,Margaret,96
NE,F,1910,Lucille,50
NE,F,1910,Florence,47
NE,F,1910,Martha,28
NE,F,1910,Pearl,26
NE,F,1910,Virginia,25
NE,F,1910,Velma,18
NE,F,1910,Wilma,16
NE,F,1910,Jean,12
NE,F,1910,Marian,12
NE,F,1910,Norma,12
NE,F,1910,Geraldine,9
NE,F,1910,Iva,9
NE,F,1910,Leone,9
NE,F,1910,Loretta,9
NE,F,1910,Mae,9
NE,F,1910,Daisy,8
NE,F,1910,Audrey,7
NE,F,1910,Bonnie,5
NE,F,1910,Cora,5
NE,F,1910,Dolores,5
NE,F,1910,Effie,5
NE,M,1910,John,93
NE,M,1910,George,36
NE,M,1910,Donald,24
NE,M,1910,Kenneth,20
NE,M,1910,Earl,18
NE,M,1910,Eugene,10
NE,M,1910,Wayne,10
NE,M,1910,David,9
NE,M,1910,Virgil,9
NE,M,1910,Lewis,8
NE,M,1910,Cecil,6
NE,M,1910,Marvin,6
NE,M,1910,Max,5
NE,M,1910,Paul,27
NE,M,1910,Howard,17
NE,M,1910,Ernest,15
NE,M,1910,Andrew,9
NE,M,1910,Joe,8
NE,M,1910,Orville,7
NE,M,1910,Jerry,5
NH,F,1910,Alice,35
NH,F,1910,Ruth,26
NH,F,1910,Evelyn,24
NH,F,1910,Edith,11
NH,F,1910,Juliette,6
NH,F,1910,Anna,12
NH,F,1910,Bertha,11
NH,F,1910,Gladys,10
NH,F,1910,Jeannette,10
NH,F,1910,Catherine,9
NH,F,1910,Lena,7
NH,M,1910,William,15
NH,M,1910,Thomas,8
NH,M,1910,Albert,12
NH,M,1910,Walter,7
NH,M,1910,Herbert,5
NJ,F,1910,Helen,438
NJ,F,1910,Rose,201
NJ,F,1910,Ruth,188
NJ,F,1910,Mildred,174
NJ,F,1910,Marion,100
NJ,F,1910,Edith,86
NJ,F,1910,Edna,84
NJ,F,1910,Eleanor,83
NJ,F,1910,Ann,82
NJ,F,1910,Beatrice,72
NJ,F,1910,Clara,55
NJ,F,1910,Betty,53
NJ,F,1910,Marjorie,50
NJ,F,1910,Doris,36
NJ,F,1910,Loretta,32
NJ,F,1910,Mabel,30
NJ,F,1910,Marguerite,28
NJ,F,1910,Alma,21
NJ,F,1910,Sadie,18
NJ,F,1910,Constance,14
NJ,F,1910,Adeline,11
NJ,F,1910,Annie,11
NJ,F,1910,Elvira,9
NJ,F,1910,Rosalie,8
NJ,F,1910,Naomi,7
NJ,F,1910,Leona,6
NJ,F,1910,Estella,5
NJ,F,1910,Minerva,5
NJ,F,1910,Katherine,53
NJ,F,1910,Sophie,48
NJ,F,1910,Virginia,46
NJ,F,1910,Stella,42
NJ,F,1910,Fannie,29
NJ,F,1910,Ella,27
NJ,F,1910,Eva,27
NJ,F,1910,Olga,20
NJ,F,1910,Ada,14
NJ,F,1910,Janet,13
NJ,F,1910,Carol,11
NJ,F,1910,Christine,10
NJ,F,1910,Isabella,8
NJ,F,1910,Stephanie,8
NJ,F,1910,Amelia,7
NJ,F,1910,Freda,7
NJ,F,1910,Lee,7
NJ,F,1910,Wilma,6
NJ,F,1910,Leah,5
NJ,M,1910,Louis,62
NJ,M,1910,Stanley,38
NJ,M,1910,Donald,18
NJ,M,1910,Chester,17
NJ,M,1910,Irving,15
NJ,M,1910,Matthew,11
NJ,M,1910,Julius,10
NJ,M,1910,Adam,6
NJ,M,1910,Harry,67
NJ,M,1910,Albert,65
NJ,M,1910,Arthur,42
NJ,M,1910,Richard,32
NJ,M,1910,Ralph,27
NJ,M,1910,Leo,10
NJ,M,1910,Rocco,8
NJ,M,1910,Joe,7
NJ,M,1910,Jerry,6
NJ,M,1910,Ray,6
NJ,M,1910,August,5
NM,F,1910,Helen,26
NM,F,1910,Alice,13
NM,F,1910,Rose,13
NM,F,1910,Dorothy,11
NM,F,1910,Eva,11
NM,F,1910,Gladys,10
NM,F,1910,Carlota,6
NM,F,1910,Sarah,6
NM,F,1910,Senaida,6
NM,F,1910,Susie,5
NM,F,1910,Emma,18
NM,F,1910,Ruth,16
NM,F,1910,Lucy,15
NM,F,1910,Cora,5
NM,M,1910,Frank,42
NM,M,1910,Henry,13
NM,M,1910,Felix,7
NM,M,1910,Manuel,28
NM,M,1910,Paul,9
NM,M,1910,Raymond,8
NM,M,1910,Francisco,6
NV,F,1910,Helen,5
NY,F,1910,Mildred,562
NY,F,1910,Irene,272
NY,F,1910,Bertha,203
NY,F,1910,Elsie,178
NY,F,1910,Mabel,110
NY,F,1910,Harriet,87
NY,F,1910,Rita,70
NY,F,1910,Claire,61
NY,F,1910,Angela,55
NY,F,1910,Cecelia,47
NY,F,1910,Helene,41
NY,F,1910,Selma,35
NY,F,1910,Rachel,31
NY,F,1910,Leah,30
NY,F,1910,Wanda,22
NY,F,1910,Isabella,19
NY,F,1910,Elinor,18
NY,F,1910,Daisy,17
NY,F,1910,Eve,16
NY,F,1910,Velma,16
NY,F,1910,Anastasia,11
NY,F,1910,Clarice,11
NY,F,1910,Libby,11
NY,F,1910,Domenica,9
NY,F,1910,Mathilda,9
NY,F,1910,Sydell,9
NY,F,1910,Eda,8
NY,F,1910,Beth,7
NY,F,1910,Leila,7
NY,F,1910,Lorena,7
NY,F,1910,Phoebe,7
NY,F,1910,Elva,6
NY,F,1910,Lela,6
NY,F,1910,Pasqualina,6
NY,F,1910,Raffaela,6
NY,F,1910,Cathryn,5
NY,F,1910,Eugenie,5
NY,F,1910,Kathrine,5
NY,F,1910,Libbie,5
NY,F,1910,Lula,5
NY,F,1910,Rea,5
NY,F,1910,Josephine,431
NY,F,1910,Edna,277
NY,F,1910,Sylvia,273
NY,F,1910,Gladys,230
NY,F,1910,Betty,210
NY,F,1910,Marguerite,115
NY,F,1910,Kathleen,78
NY,F,1910,Barbara,71
NY,F,1910,Adele,70
NY,F,1910,Mollie,70
NY,F,1910,Jeanne,49
NY,F,1910,Concetta,48
NY,F,1910,Molly,48
NY,F,1910,Matilda,42
NY,F,1910,Christine,41
NY,F,1910,Isabel,37
NY,F,1910,Dolores,35
NY,F,1910,Millie,33
NY,F,1910,Cora,31
NY,F,1910,Alberta,22
NY,F,1910,Peggy,19
NY,F,1910,Rosalind,18
NY,F,1910,Camille,16
NY,F,1910,Monica,15
NY,F,1910,Judith,12
NY,F,1910,Minerva,10
NY,F,1910,Joyce,9
NY,F,1910,Sonia,9
NY,F,1910,Lilly,8
NY,F,1910,Maxine,8
NY,F,1910,Sybil,8
NY,F,1910,Valerie,8
NY,F,1910,Hedwig,7
NY,F,1910,Marianne,7
NY,F,1910,Zelma,7
NY,F,1910,Deborah,6
NY,F,1910,Rosaria,6
NY,F,1910,Winnifred,6
NY,F,1910,Amanda,5
NY,F,1910,Iona,5
NY,F,1910,Rosetta,5
NY,M,1910,Frank,512
NY,M,1910,Robert,332
NY,M,1910,Michael,216
NY,M,1910,Francis,123
NY,M,1910,Morris,110
NY,M,1910,Daniel,100
NY,M,1910,Abraham,87
NY,M,1910,Ernest,79
NY,M,1910,Stephen,62
NY,M,1910,Sol,37
NY,M,1910,Edmund,34
NY,M,1910,Jerome,30
NY,M,1910,August,29
NY,M,1910,Lester,29
NY,M,1910,Leroy,28
NY,M,1910,Jerry,22
NY,M,1910,Mike,17
NY,M,1910,Aaron,15
NY,M,1910,Al,13
NY,M,1910,Roland,12
NY,M,1910,Melvin,11
NY,M,1910,Alton,10
NY,M,1910,Ferdinand,10
NY,M,1910,Reginald,10
NY,M,1910,Mortimer,7
NY,M,1910,Cecil,6
NY,M,1910,Christian,6
NY,M,1910,Conrad,6
NY,M,1910,Elbert,6
NY,M,1910,Mac,6
NY,M,1910,Grant,5
NY,M,1910,William,768
NY,M,1910,Walter,192
NY,M,1910,Stanley,104
NY,M,1910,Leo,80
NY,M,1910,Milton,79
NY,M,1910,Leon,38
NY,M,1910,Matthew,38
NY,M,1910,Chester,31
NY,M,1910,Ben,25
NY,M,1910,Mario,15
NY,M,1910,Gaetano,14
NY,M,1910,Larry,14
NY,M,1910,Frederic,9
NY,M,1910,Cyril,7
NY,M,1910,Ethel,7
NY,M,1910,Ignatius,7
NY,M,1910,Jimmy,6
NY,M,1910,Malcolm,6
NY,M,1910,Teddy,5
OH,F,1910,Helen,698
OH,F,1910,Elizabeth,261
OH,F,1910,Gladys,166
OH,F,1910,Doris,97
OH,F,1910,Alma,71
OH,F,1910,Laura,70
OH,F,1910,Eva,65
OH,F,1910,Jane,55
OH,F,1910,Theresa,41
OH,F,1910,Lucy,26
OH,F,1910,Nancy,24
OH,F,1910,Henrietta,20
OH,F,1910,Alta,19
OH,F,1910,Cecilia,18
OH,F,1910,Dora,18
OH,F,1910,Lenore,18
OH,F,1910,Mamie,15
OH,F,1910,Regina,15
OH,F,1910,Antoinette,13
OH,F,1910,Faye,12
OH,F,1910,Leah,10
OH,F,1910,Carol,9
OH,F,1910,Eileen,9
OH,F,1910,Jeanne,9
OH,F,1910,Alyce,8
OH,F,1910,Francis,6
OH,F,1910,Ina,5
OH,F,1910,Melba,5
OH,F,1910,Tillie,5
OH,F,1910,Edith,132
OH,F,1910,Julia,80
OH,F,1910,Leona,66
OH,F,1910,Charlotte,53
OH,F,1910,Lois,52
OH,F,1910,Minnie,42
OH,F,1910,Marcella,41
OH,F,1910,Ella,30
OH,F,1910,Maxine,28
OH,F,1910,Isabelle,24
OH,F,1910,Carrie,21
OH,F,1910,June,17
OH,F,1910,Shirley,15
OH,F,1910,Adelaide,11
OH,F,1910,Claire,9
OH,F,1910,Rebecca,9
OH,F,1910,Coletta,8
OH,F,1910,Maria,8
OH,F,1910,Dorthy,7
OH,F,1910,Verda,7
OH,F,1910,Dolly,6
OH,F,1910,Valeria,6
OH,F,1910,Cathryn,5
OH,F,1910,Gizella,5
OH,F,1910,Orpha,5
OH,F,1910,Reba,5
OH,M,1910,Walter,100
OH,M,1910,Leonard,37
OH,M,1910,Lester,28
OH,M,1910,Edwin,24
OH,M,1910,Everett,18
OH,M,1910,Warren,18
OH,M,1910,Benjamin,11
OH,M,1910,Calvin,11
OH,M,1910,Delbert,11
OH,M,1910,Forrest,10
OH,M,1910,Adam,8
OH,M,1910,Jerry,6
OH,M,1910,Victor,6
OH,M,1910,Andy,5
OH,M,1910,Byron,5
OH,M,1910,Chauncey,5
OH,M,1910,James,265
OH,M,1910,Harry,107
OH,M,1910,Chester,30
OH,M,1910,Alfred,26
OH,M,1910,Joe,26
OH,M,1910,Clyde,23
OH,M,1910,Vincent,14
OH,M,1910,Bert,10
OH,M,1910,Otto,10
OH,M,1910,Morris,7
OH,M,1910,Luther,5
OK,F,1910,Nellie,56
OK,F,1910,Ella,50
OK,F,1910,Jewell,45
OK,F,1910,Vera,45
OK,F,1910,Mattie,38
OK,F,1910,Betty,31
OK,F,1910,Julia,28
OK,F,1910,Effie,24
OK,F,1910,Lula,24
OK,F,1910,Letha,13
OK,F,1910,Rachel,13
OK,F,1910,Jane,12
OK,F,1910,Norma,10
OK,F,1910,Dovie,9
OK,F,1910,Madge,9
OK,F,1910,Elma,7
OK,F,1910,Rebecca,7
OK,F,1910,Roxie,7
OK,F,1910,Almeda,6
OK,F,1910,Chloe,5
OK,F,1910,Elnora,5
OK,F,1910,Leota,5
OK,F,1910,Tressie,5
OK,F,1910,Mildred,103
OK,F,1910,Marie,84
OK,F,1910,Grace,81
OK,F,1910,Frances,72
OK,F,1910,Bertha,71
OK,F,1910,Mae,43
OK,F,1910,Ada,39
OK,F,1910,Flora,33
OK,F,1910,Bonnie,28
OK,F,1910,Jennie,24
OK,F,1910,Audrey,17
OK,F,1910,Rosie,16
OK,F,1910,Lucile,15
OK,F,1910,Amanda,12
OK,F,1910,Virgie,11
OK,F,1910,Francis,10
OK,F,1910,Leah,10
OK,F,1910,Neva,8
OK,F,1910,Ione,7
OK,F,1910,Aline,6
OK,F,1910,Allie,5
OK,F,1910,Edythe,5
OK,M,1910,Floyd,35
OK,M,1910,Arthur,33
OK,M,1910,Richard,33
OK,M,1910,Virgil,16
OK,M,1910,Hugh,12
OK,M,1910,Glenn,10
OK,M,1910,Ted,10
OK,M,1910,Buck,9
OK,M,1910,Jake,7
OK,M,1910,Daniel,6
OK,M,1910,Henry,56
OK,M,1910,Albert,25
OK,M,1910,Jess,20
OK,M,1910,Jim,16
OK,M,1910,Charley,15
OK,M,1910,Vernon,15
OK,M,1910,Oscar,14
OK,M,1910,Theodore,12
OK,M,1910,Marvin,11
OK,M,1910,Haskell,10
OK,M,1910,Gordon,9
OK,M,1910,Lonnie,7
OK,M,1910,Nathan,7
OK,M,1910,Allen,5
OK,M,1910,Felix,5
OK,M,1910,Manuel,5
OR,F,1910,Ethel,13
OR,F,1910,Ruby,13
OR,F,1910,Clara,10
OR,F,1910,Beatrice,8
OR,F,1910,Eunice,7
OR,F,1910,Ida,6
OR,F,1910,Marian,5
OR,F,1910,Louise,14
OR,F,1910,Grace,13
OR,F,1910,Lucille,13
OR,F,1910,Opal,7
OR,F,1910,Alta,6
OR,F,1910,Sally,6
OR,M,1910,Roy,11
OR,M,1910,Francis,7
OR,M,1910,Alvin,5
OR,M,1910,Donald,14
OR,M,1910,Harry,9
OR,M,1910,Earl,8
PA,F,1910,Dorothy,798
PA,F,1910,Mildred,599
PA,F,1910,Josephine,353
PA,F,1910,Emma,256
PA,F,1910,Hazel,211
PA,F,1910,Louise,201
PA,F,1910,Eva,124
PA,F,1910,Hilda,102
PA,F,1910,Alberta,73
PA,F,1910,Sophia,68
PA,F,1910,Regina,66
PA,F,1910,Loretta,63
PA,F,1910,Erma,49
PA,F,1910,Beulah,48
PA,F,1910,Nora,38
PA,F,1910,Estella,34
PA,F,1910,Winifred,34
PA,F,1910,Isabella,32
PA,F,1910,Dolores,29
PA,F,1910,Nettie,27
PA,F,1910,Maria,26
PA,F,1910,Rita,25
PA,F,1910,Norma,19
PA,F,1910,Priscilla,17
PA,F,1910,Minerva,15
PA,F,1910,Rhoda,13
PA,F,1910,Peggy,12
PA,F,1910,Sallie,11
PA,F,1910,Eunice,10
PA,F,1910,Francis,10
PA,F,1910,Effie,9
PA,F,1910,Rachael,8
PA,F,1910,Bernardine,7
PA,F,1910,Eliza,6
PA,F,1910,Joyce,6
PA,F,1910,Belva,5
PA,F,1910,Bridget,5
PA,F,1910,Margaret,1311
PA,F,1910,Catherine,568
